85	93.01238095
55	58.56166667
30	54.84619048
50	62
65	67.62547619
85	81.92642857
45	62.73333333
60	82.59238095
65	68.07857143
55	70.29761905
40	53.55
35	51.3202381
75	83.83333333
70	52.22309524
40	64.11809524
80	88.63595238
45	38.93809524
65	71.13333333
40	49.11142857
70	76.97690476
45	67.975
30	51.09238095
55	69.12595238
80	66.75
35	61.97
75	89.5
60	87.16666667
55	73.41928571
55	61.75928571
45	65.51666667
45	48.10285714
55	66.25095238
60	71.86666667
35	54.7547619
55	61.41738095
35	53.19857143
85	92.28333333
50	71.91666667
80	81.34761905
55	62.57333333
45	75.92333333
55	76
80	80.08380952
55	78.83333333
40	73.66666667
35	53.57785714
55	67.93928571
55	80.25
80	91.265
50	70.5
45	66.59095238
55	72.6
85	88.94142857
95	90.7102381
55	66.44857143
65	79.91666667
55	51.8997619
75	90.91666667
85	94.73452381
30	50.59547619
35	67.70595238
20	33.68666667
65	74.70071429
35	67.90071429
35	42.74880952
75	84.32357143
80	83.1
65	78.36285714
80	85.09285714
60	70.45
70	81.73333333
65	73.96666667
70	65.93380952
80	88.76666667
40	55.10738095
35	53.64380952
80	68.3202381
60	76.93404762
50	67.24309524
50	68.3397619
40	57.085
80	81.34047619
45	60.86666667
70	86.73166667
100	98.58333333
75	85.2347619
45	59.43214286
40	67.98809524
50	64.79333333
55	67.5
75	83.11619048
25	55.5002381
80	84.36809524
30	53.44047619
50	66.94047619
35	69.42714286
90	88.33690476
50	62.35190476
50	59.16666667
40	58.21690476
45	70.29261905
80	95
30	38.86357143
30	59.115
45	64.6952381
70	75.5402381
55	65.13119048
50	67.76952381
55	84.3552381
55	69.14071429
40	45.77285714
65	75.195
45	64.13142857
50	57.82571429
90	91.55
45	64.34666667
50	49.49952381
60	70.45
65	61.85261905
80	84.25404762
35	53.09452381
45	66.30428571
45	62.16666667
25	42.63833333
45	67.45904762
50	65.26690476
65	80.45547619
45	58.98642857
25	34.09
35	63.71904762
70	84.22880952
65	83.44833333
50	69.08333333
70	78.63880952
75	82.41666667
60	73.28333333
65	79.91666667
80	84.4652381
40	50.89
80	88.76666667
70	84.56666667
45	62.05904762
50	38.95404762
80	83.87952381
60	69.03333333
50	72.7897619
70	68.64357143
50	65.95666667
50	72.86928571
60	67.99833333
55	74.58333333
35	52.65095238
100	99.58404762
95	93.65
55	66.94166667
45	65.56309524
40	36.13666667
50	48.72761905
80	95
70	89.66666667
30	57.39
45	63.33214286
80	89.33333333
50	58.15666667
40	58.83333333
50	65.59857143
85	83.23595238
60	70.34928571
50	70.05428571
90	98.87238095
25	45.87666667
60	74.37095238
80	85.92190476
50	66.25
35	50.04714286
55	74.58333333
50	77.58333333
60	75.98404762
85	81.87666667
60	65.94142857
35	61.93357143
95	97.9
70	78.9
70	71.57047619
55	65.35547619
65	78.66547619
35	55.26666667
75	79.58333333
55	77.41666667
75	80.42190476
45	63.31261905
95	94.03666667
90	98.91666667
85	94.83333333
45	52.92333333
70	80.31666667
45	50.15761905
70	79.36380952
40	59.71738095
40	58.82952381
55	72.6
80	92.16666667
80	88.76666667
55	72.91452381
0	27.11166667
60	78.71738095
70	84.56666667
